Version ID	Master ID	Skeletal code	Publication	Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r:5; Atmospheric data from Reimer et al (2020)	Date mean in BP [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]	Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform disribution between the two bounds for a contextual date]	Full Date: One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE	Group ID	Locality	Country	Lat.	Long.	Data source	Coverage on autosomal targets	SNPs hit on autosomal targets	Sex	Y haplogroup in terminal mutation notation (automatically called)	Y haplogroup  in ISOGG v15.73 notation (automatically called)	mt haplogroup	ASSESSMENT	"ASSESSMENT REASONING (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0.98: 0.9-0.95 is ""QUESTIONABLE""; <0.9 is ""QUESTIONABLE_CRITICAL"", questionable status gets overriden by ANGSD with PASS if upper bound of contamination is <0.01 and QUESTIONABLE if upper bound is 0.01-0.05) (damage for ds.half is ""QUESTIONABLE_CRITICAL/FAIL"" if <0.01, and recorded but passed if 0.01-0.03; libraries with untreated last base are ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if <0.01, ""QUESTIONABLE"" if 0.01-0.03, and recorded but passed if 0.03-0.1) (sexratio is QUESTIONABLE if [0.03,0.10] or [0.30,0.35); QUESTIONABLE_CRITICAL/FAIL if (0.10,0.30))"
S_Dusun-2.DG	S_Dusun-2	S_Dusun-2	MallickNature2016	Modern	0	0	present	Dusun.DG	Tutong District, Lamunin	Brunei	4.7	114.7	Shotgun.diploid	39.52	1117566	F	n/a (female)	n/a (female)	..	PASS	SGDP, Fully Public
I0706	I0706	DZHU 10	MathiesonNature2018	Direct: IntCal20	7899	42	6025-5847 calBCE (7075±37 BP, OxA-32777)	Bulgaria_N	Veliko Tarnovo, Dzhulyunitsa	Bulgaria	43.16089	25.88341	1240K	0.252	250518	M	C-V86	C1a2	K1a4b	PASS	..
I0704_published	I0704	DZHU 7	MathiesonNature2018	Direct: IntCal20	7892	53	6059-5839 calBCE (7070±50 BP, Poz-81119)	Balkan_N	Veliko Tarnovo, Dzhulyunitsa	Bulgaria	43.16089	25.88341	1240K	0.088	97223	F	n/a (female)	n/a (female)	T2b	PASS	..
I1298_published	I1298	OH-00, child	MathiesonNature2018	Direct: IntCal20	7883	54	6057-5805 calBCE (7060±50 BP, Poz-81112)	Bulgaria_N	Ohoden	Bulgaria	43.374337	23.729298	1240K	0.092	96748	F	n/a (female)	n/a (female)	K1a	PASS	mtcontam=0.98 and female
I0679_d	I0679	Kre 1	MathiesonNature2018	Direct: IntCal20	7617	31	5723-5623 calBCE (6760±33 BP, OxA-31444)	Bulgaria_Krepost_N	Krepost	Bulgaria	42.02	25.6	1240K	0.287	234566	F	n/a (female)	n/a (female)	H5	PASS	mtcontam=[0.832,0.968]
I2529_published	I2529	YABA4	MathiesonNature2018	Direct: IntCal20	7610	36	5723-5571 calBCE (6750±40 BP, Poz-81117)	Bulgaria_N	Yabalkovo, Dimitrovgrad, Haskovo	Bulgaria	42.1	25.75	1240K	1.372	617449	M	I-M436	I2a1b	T1a	PASS	..
I1109	I1109	MP10	MathiesonNature2018	Context: Archaeological - Based on ceramic assemblage (ignore direct date because aquatic reservoir effect makes all Malak Preslavets dates a few centries too old; the date is 5733-5631 calBCE (6796±36 BP, OxA-32539) -- WARNING UNPUBLISHED DATE)	7550	115	5800-5400 BCE	Bulgaria_MalakPreslavets_N_oHighEEF	Malak Preslavets	Bulgaria	43.98	26.4	1240K	0.27	254802	F	n/a (female)	n/a (female)	J2b1	PASS	..
I1296_published	I1296	MP11	MathiesonNature2018	Context: Archaeological - Based on ceramic assemblage (ignore direct date because aquatic reservoir effect makes all Malak Preslavets dates a few centries too old; the date is 5733-5631 calBCE (6796±36 BP, OxA-32540) -- WARNING UNPUBLISHED DATE)	7550	115	5800-5400 BCE	Bulgaria_MalakPreslavets_N_published	Malak Preslavets	Bulgaria	43.98	26.4	1240K	0.046	52703	M	C-V182	C1a2a	U5a2	PASS	..
I1297	I1297	MP17, Burial D10; inventory: S29	MathiesonNature2018	Context: Archaeological - Based on ceramic assemblage (ignore direct date because aquatic reservoir effect makes all Malak Preslavets dates a few centries too old; the date is 5731-5631 calBCE (6795±35 BP, OxA-32547) -- WARNING UNPUBLISHED DATE)	7550	115	5800-5400 BCE	Bulgaria_MalakPreslavets_N	Malak Preslavets	Bulgaria	43.98	26.4	1240K	0.112	118626	F	n/a (female)	n/a (female)	H5b	PASS	..
I1295	I1295	MP13, Burial 18; inventory: S36	MathiesonNature2018	Context: Archaeological - Based on ceramic assemblage (ignore direct date because aquatic reservoir effect makes all Malak Preslavets dates a few centries too old; the date is 5885-5723 calBCE (6914±34 BP, OxA-32542) -- WARNING UNPUBLISHED DATE)	7550	115	5800-5400 BCE	Bulgaria_MalakPreslavets_N	Malak Preslavets	Bulgaria	43.98	26.4	1240K	0.153	150668	M	G-P303	G2a2b2a	J1c	PASS	..
I3879	I3879	MP6, Burial 10; inventory: S26	MathiesonNature2018	Context: Archaeological - Based on ceramic assemblage (ignore direct date because aquatic reservoir effect makes all Malak Preslavets dates a few centries too old; the date is 5982-5755 calBCE (6990±40 BP, PSUAMS-2221))	7550	115	5800-5400 BCE	Bulgaria_MalakPreslavets_N_oHighEEF	Malak Preslavets	Bulgaria	43.98	26.4	1240K	0.153	153631	M	G-P303	G2a2b2a	H	PASS	..
I2216_published	I2216	MP15	MathiesonNature2018	Context: Archaeological - Based on ceramic assemblage (ignore direct date because aquatic reservoir effect makes all Malak Preslavets dates a few centries too old; the date is 5983-5793 calBCE (7000±30 BP, PSUAMS-2340))	7550	115	5800-5400 BCE	Bulgaria_MalakPreslavets_N_oHighEEF_published	Malak Preslavets	Bulgaria	43.98	26.4	1240K	0.056	62874	F	n/a (female)	n/a (female)	J2b1	PASS	..
I1108	I1108	MP1	MathiesonNature2018	Context: Archaeological - Based on ceramic assemblage (ignore direct date because aquatic reservoir effect makes all Malak Preslavets dates a few centries too old; the date is 6010-5841 calBCE (7044±38 BP, OxA-32530) -- WARNING UNPUBLISHED DATE)	7550	115	5800-5400 BCE	Bulgaria_MalakPreslavets_N_oLowEEF	Malak Preslavets	Bulgaria	43.98	26.4	1240K	0.315	269323	M	T-L162	T1a1	T2e	PASS	..
I1113	I1113	MP3	MathiesonNature2018	Context: Archaeological - Based on ceramic assemblage (ignore direct date because aquatic reservoir effect makes all Malak Preslavets dates a few centries too old; the date is 6076-5928 calBCE (7162±35 BP, OxA-32532) -- WARNING UNPUBLISHED DATE)	7550	115	5800-5400 BCE	Bulgaria_MalakPreslavets_N	Malak Preslavets	Bulgaria	43.98	26.4	1240K	0.257	235963	F	n/a (female)	n/a (female)	U5a1c	PASS	..
I2521	I2521	DZHU 8, No. 7	MathiesonNature2018	Direct: IntCal20	7503	40	5621-5481 calBCE (6615±30 BP, PSUAMS-1836)	Balkan_N	Veliko Tarnovo, Dzhulyunitsa	Bulgaria	43.16089	25.88341	1240K	5.493	786243	M	G-F2572	G2a2b2b1a1b~	H	PASS	..
I2526	I2526	S2a	MathiesonNature2018	Direct: IntCal20	7293	48	5468-5225 calBCE (6370±25 BP, PSUAMS-2342)	Balkan_N	Samovodene	Bulgaria	43.139507	25.610236	1240K	0.496	372977	F	n/a (female)	n/a (female)	T2e	PASS	..
I2431	I2431	41	MathiesonNature2018	Direct: IntCal20	6624	50	4784-4552 calBCE (5820±30 BP, Beta-432807)	Bulgaria_C	Ivanovo	Bulgaria	43.09916667	26.71944444	1240K	2.444	723435	M	G-Z724	G2a2b2a1a1c1	N1b1	PASS	Xcontam=[0.005,0.011], damage.ss.half=0.048
ANI159-ANI181	merge_ANI159_ANI181	VAR117-I	MathiesonNature2018	Direct: IntCal20	6566	52	4714-4506 calBCE (5766±36 BP, OxA 13848)	Bulgaria_Varna_C	Varna	Bulgaria	43.2131	27.8644	1240K	0.582	412879	M	G-PH488	G2a2b2b2	T2b2b	PASS	..
ANI160	ANI160	VAR127	MathiesonNature2018	Direct (WARNING UNPUBLISHED DATE): IntCal20	6533	52	4684-4494 calBCE (5735±31 BP, OxA-24041)	Bulgaria_Varna_C	Varna	Bulgaria	43.2131	27.8644	1240K	0.067	61428	M	G-CTS574	G2a2b	H1ag	PASS	..
I2425	I2425	28	MathiesonNature2018	Direct: IntCal20	6475	57	4676-4407 calBCE (5690±40 BP, Poz-83662)	Bulgaria_C	Sushina	Bulgaria	43.05888889	26.76722222	1240K	0.215	212971	F	n/a (female)	n/a (female)	T2c1b	PASS	..
ANI152	ANI152	VAR43	MathiesonNature2018	Direct: IntCal20; R_combine	6462	33	4589-4453 calBCE (5689±20 BP) [R_combine: (5720±29 BP, OxA-13685); (5662±27 BP, MAMS-15095)]	Bulgaria_Varna_C	Varna	Bulgaria	43.2131	27.8644	1240K	0.027	25829	M	T	T	U2	PASS	..
I2181_published	I2181	21	MathiesonNature2018	Direct: IntCal20	6458	42	4606-4447 calBCE (5680±30 BP, Beta-432803)	Bulgaria_C_oSteppe	Smyadovo	Bulgaria	43.05777778	26.98361111	1240K	0.063	70520	M	F	F	HV15	PASS	mtcontam=[0.933,0.98]
I2430	I2430	40	MathiesonNature2018	Direct: IntCal20	6448	41	4602-4403 calBCE (5670±30 BP, Beta-432806)	Bulgaria_C	Smyadovo	Bulgaria	43.05777778	26.98361111	1240K	1.133	606378	M	R-V2219	R1b	K1a26	PASS	..
ANI153	ANI153	VAR44	MathiesonNature2018	Direct: IntCal20	6434	42	4550-4368 calBCE (5657±30 BP, OxA-13692)	Bulgaria_Varna_C_o2	Varna	Bulgaria	43.2131	27.8644	1240K	0.025	22843	M	R-V88	R1b	U4	PASS	..
I0781	I0781	Yunatsite78	MathiesonNature2018	Direct: IntCal20	6404	43	4537-4367 calBCE (5632±24 BP, MAMS-28134)	Bulgaria_C	Yunatsite	Bulgaria	42.232227	24.262688	1240K	0.557	460624	F	n/a (female)	n/a (female)	K1a	PASS	..
I2423	I2423	23	MathiesonNature2018	Direct: IntCal20	6381	48	4536-4354 calBCE (5610±40 BP, Poz-83493)	Bulgaria_C	Smyadovo	Bulgaria	43.05777778	26.98361111	1240K	0.96	499295	F	n/a (female)	n/a (female)	H	PASS	..
I0785	I0785	Yunatsite99	MathiesonNature2018	Direct: IntCal20	6353	30	4451-4354 calBCE (5578±23 BP, MAMS-28135)	Bulgaria_C	Yunatsite	Bulgaria	42.232227	24.262688	1240K	0.068	76273	F	n/a (female)	n/a (female)	H7	PASS	..
I2427	I2427	32	MathiesonNature2018	Direct: IntCal20	6326	39	4446-4331 calBCE (5520±30 BP, Beta-432805)	Bulgaria_C	Sushina	Bulgaria	43.05888889	26.76722222	1240K	1.492	660819	F	n/a (female)	n/a (female)	H1j	PASS	..
I2426_published	I2426	29	MathiesonNature2018	Direct: IntCal20	6302	50	4446-4258 calBCE (5500±40 BP, Poz-83501)	Bulgaria_C	Sushina	Bulgaria	43.05888889	26.76722222	1240K	0.026	30036	M	I	I	K1	PASS	Literature
I2424	I2424	26	MathiesonNature2018	Direct: IntCal20	6288	50	4445-4253 calBCE (5490±40 BP, Poz-93494)	Bulgaria_C	Smyadovo	Bulgaria	43.05777778	26.98361111	1240K	1.273	651947	F	n/a (female)	n/a (female)	U4a	PASS	..
I2520	I2520	G5, Grave 5 (Bronze Age)	MathiesonNature2018	Direct: IntCal20; R_combine	5153	89	3331-3025 calBCE (4458±18 BP) [R_combine: (4470±25 BP, PSUAMS-1814); (4445±25 BP, PSUAMS-8955)]	Bulgaria_EBA	Veliko Tarnovo, Dzhulyunitsa	Bulgaria	43.16089	25.88341	1240K	6.117	778374	M	H	H	H	PASS	batch.flag
I2175	I2175	10	MathiesonNature2018	Direct: IntCal20	5097	113	3335-2932 calBCE (4445±35 BP, Ly-5515)	Bulgaria_EBA	Smyadovo	Bulgaria	43.05777778	26.98361111	1240K	0.527	417046	M	I-L701	I2a1b1a2	K1c1	PASS	..
Bul10	I12835	Obekt 12 a, Nr. 1 d (1_)	MathiesonNature2018	Direct: IntCal20	4951	54	3092-2921 calBCE (4396±20 BP, MAMS-26835)	Bulgaria_EBA_Ezero	Nova Zagora, Sabrano	Bulgaria	42.4296242	25.8983542	1240K	0.066	66221	F	n/a (female)	n/a (female)	..	PASS	..
I2165	I2165	Merich4, Burial mound N1; Individual N6	MathiesonNature2018	Direct: IntCal20	4910	43	3072-2895 calBCE (4340±30 BP, Beta-432797)	Bulgaria_EBA_o2	Merichleri, Kairyaka necropolis	Bulgaria	42.132897	25.496288	1240K	5.55	839519	M	I-S12195	I2a1b1a2a2a2	T2	PASS	..
Bul4	Bul4	Mound 2 grave 1	MathiesonNature2018	Direct: IntCal20	4895	38	3011-2898 calBCE (4333±20 BP, MAMS-26834)	Bulgaria_EBA_Yamnaya_o	Nova Zagora, Mednikarovo	Bulgaria	42.4296241	25.8983541	1240K	0.75	365694	M	I-L699	I2a1b1a2a2a	..	PASS	finds EEF ancestry
I2510	I2510	No1, No. 1	MathiesonNature2018	Direct: IntCal20	4794	57	2907-2704 calBCE (4235±25 BP, PSUAMS-1815)	Bulgaria_EBA_o1	Veliko Tarnovo, Dzhulyunitsa	Bulgaria	43.16089	25.88341	1240K	6.7	804297	M	G-Z42565	G2a2a1a2b	H4a1	PASS	..
Bul6	Bul6	Barrow 5, Structure 3, Individual 1	MathiesonNature2018	Context: Archaeological - Period	4450	520	3400-1600 BCE	Bulgaria_BeliBreyag_EBA	Nova Zagora, Beli Breyag	Bulgaria	42.429624	25.898354	1240K	0.823	363951	M	I-Y3259	I2a1b1	..	PASS	..
Bul8	Bul8	Barrow 5, Structure 3, Individual 2	MathiesonNature2018	Context: Archaeological - Period	4450	520	3400-1600 BCE	Bulgaria_BeliBreyag_EBA	Nova Zagora, Beli Breyag	Bulgaria	42.429624	25.898354	1240K	0.017	18065	M	I2	I2	..	PASS	..
I2163	I2163	Merich2, Burial Mound N1; individual N5	MathiesonNature2018	Direct: IntCal20	3639	52	1866-1615 calBCE (3400±30 BP, Beta-432796)	Bulgaria_MLBA	Merichleri, Kairyaka necropolis	Bulgaria	42.132897	25.496288	1240K	4.106	808285	M	R-PF6155	R1a1a1	U5a2d	PASS	..
I5769	I5769	G8	MathiesonNature2018	Direct: IntCal20	2592	68	771-541 calBCE (2490±20 BP, PSUAMS-4402)	Bulgaria_IA	Veliko Tarnovo, Dzhulyunitsa	Bulgaria	43.16089	25.88341	1240K	5.356	703949	F	n/a (female)	n/a (female)	H	PASS	..
S_Bulgarian-1.DG	BulgarianB4	BulgarianB4	MallickNature2016	Modern	0	0	present	Bulgarian.DG	Plovdiv	Bulgaria	42.163403	24.741211	Shotgun.diploid	42.71	1114859	M	J-Y80036	J2b2a1a1a1a1a2a2~	..	PASS	SGDP, Fully Public
S_Bulgarian-2.DG	BulgarianC1	BulgarianC1	MallickNature2016	Modern	0	0	present	Bulgarian.DG	Plovdiv	Bulgaria	42.163403	24.741211	Shotgun.diploid	37.52	1114912	M	E-FGC33614	E1b1b1a1b1a10g~	..	PASS	SGDP, Fully Public
HGDP00711.SDG	HGDP00711	..	BergstromScience2020	Modern	0	0	present	Ignore_Cambodian.SDG	..	Cambodia	12	105	Shotgun.diploid	..	1137487	M	..	..	..	PASS	..
HGDP00712.SDG	HGDP00712	..	BergstromScience2020	Modern	0	0	present	Ignore_Cambodian.SDG	..	Cambodia	12	105	Shotgun.diploid	..	1134807	F	n/a (female)	n/a (female)	..	PASS	..
HGDP00713.SDG	HGDP00713	..	BergstromScience2020	Modern	0	0	present	Cambodian.SDG	..	Cambodia	12	105	Shotgun.diploid	..	1140769	F	n/a (female)	n/a (female)	..	PASS	..
HGDP00714.SDG	HGDP00714	..	BergstromScience2020	Modern	0	0	present	Cambodian.SDG	..	Cambodia	12	105	Shotgun.diploid	..	1136810	M	..	..	..	PASS	..
HGDP00715.SDG	HGDP00715	..	BergstromScience2020	Modern	0	0	present	Cambodian.SDG	..	Cambodia	12	105	Shotgun.diploid	..	1136610	M	..	..	..	PASS	..
HGDP00716.SDG	HGDP00716	..	BergstromScience2020	Modern	0	0	present	Cambodian.SDG	..	Cambodia	12	105	Shotgun.diploid	..	1138987	M	..	..	..	PASS	..
HGDP00717.SDG	HGDP00717	..	BergstromScience2020	Modern	0	0	present	Cambodian.SDG	..	Cambodia	12	105	Shotgun.diploid	..	1141315	M	..	..	..	PASS	..
HGDP00719.SDG	HGDP00719	..	BergstromScience2020	Modern	0	0	present	Cambodian.SDG	..	Cambodia	12	105	Shotgun.diploid	..	1136342	F	n/a (female)	n/a (female)	..	PASS	..
HGDP00721.SDG	HGDP00721	..	BergstromScience2020	Modern	0	0	present	Cambodian.SDG	..	Cambodia	12	105	Shotgun.diploid	..	1136578	F	n/a (female)	n/a (female)	..	PASS	..
I10871_published	I10871	LAK93 C13 339 (3), SE.2	LipsonNature2020	Direct: IntCal20; agrees with independent date of 6219-5850 calBCE (7150±70 BP, OxA-5203) from rib of same individual	7913	71	6058-5889 calBCE (7090±35 BP, PSUAMS-6308)	OldAfrica	Shum Laka	Cameroon	5.8586	10.0778	1240K	7.70821	1023120	M	..	..	L0a2a1	PASS	..
I10872_published	I10872	LAK93 C13 212 (6), SE.I	LipsonNature2020	Direct: IntCal20; agrees with independent date of 5878-5669 calBCE (6880±40 BP, Poz-107825) on same individual	7820	54	5980-5771 calBCE (6985±30 BP, PSUAMS-6307)	OldAfrica	Shum Laka	Cameroon	5.8586	10.0778	1240K	0.702396	543173	M	B	B	L0a2a1	PASS	..
I10874_published	I10874	LAK91 E16/17 (11), 5/B	LipsonNature2020	Direct: IntCal20	3135	49	1277-1059 calBCE (2970±25 BP, PSUAMS-6310)	OldAfrica	Shum Laka	Cameroon	5.8586	10.0778	1240K	6.413031	976759	F	n/a (female)	n/a (female)	L1c2a1b	PASS	..
I10873_published	I10873	LAK91 E-16/17 (9), 4/A	LipsonNature2020	Direct: IntCal20; agrees with independent date of 1436-1121 calBCE (3045±60 BP, OxA-5205) on unspecified other bone from same individual	3097	45	1217-1055 calBCE (2940±20 BP, PSUAMS-6309)	OldAfrica	Shum Laka	Cameroon	5.8586	10.0778	1240K	3.833736	889611	M	B-Y18023	B2b	L1c2a1b	PASS	..
T_Bakola-2.DG	T_Bakola-2	T_Bakola-2	FanGenomeBiology2019	Modern	0	0	present	Bakola.DG	Bipindi	Cameroon	3.125001	10.625001	Shotgun.diploid	42	1119119	F	n/a (female)	n/a (female)	..	PASS	SGDP, Signed Letter Only
T_Ngumba-1.DG	T_Ngumba-1	T_Ngumba-1	FanGenomeBiology2019	Modern	0	0	present	Ngumba.DG	Lambi	Cameroon	3	10.5	Shotgun.diploid	36	1119857	M	E-P116	E1b1a1a1a1c1a1a3a1a1a	..	PASS	SGDP, Signed Letter Only
T_Ngumba-2.DG	T_Ngumba-2	T_Ngumba-2	FanGenomeBiology2019	Modern	0	0	present	Ngumba.DG	Lambi	Cameroon	3	10.5	Shotgun.diploid	41	1119899	M	B-Y10394	B2a	..	PASS	SGDP, Signed Letter Only
T_Bakola-1.DG	T_Bakola-1	T_Bakola-1	FanGenomeBiology2019	Modern	0	0	present	Bakola.DG	Lolodorf	Cameroon	3.125	10.625	Shotgun.diploid	41	1119491	M	E-P116	E1b1a1a1a1c1a1a3a1a1a	..	PASS	SGDP, Signed Letter Only
T_Mada-1.DG	T_Mada-1	T_Mada-1	FanGenomeBiology2019	Modern	0	0	present	Mada.DG	Mayo-Uldeme	Cameroon	10.83	14.16	Shotgun.diploid	54	1119909	F	n/a (female)	n/a (female)	..	PASS	SGDP, Signed Letter Only
T_Mada-2.DG	T_Mada-2	T_Mada-2	FanGenomeBiology2019	Modern	0	0	present	Mada.DG	Mayo-Uldeme	Cameroon	10.83	14.16	Shotgun.diploid	50	1119333	M	R-FT57612	R1b1b2a2a	..	PASS	SGDP, Signed Letter Only
T_Bedzan-1.DG	T_Bedzan-1	T_Bedzan-1	FanGenomeBiology2019	Modern	0	0	present	Bedzan.DG	Nditam, Bedzan sampling location	Cameroon	5.25	11.33	Shotgun.diploid	52	1119855	M	E-Z1721	E1b1a1a1a2a1a3b1d1c	..	PASS	SGDP, Signed Letter Only
T_Bedzan-2.DG	T_Bedzan-2	T_Bedzan-2	FanGenomeBiology2019	Modern	0	0	present	Bedzan.DG	Nditam, Bedzan sampling location	Cameroon	5.25	11.33	Shotgun.diploid	42	1118975	F	n/a (female)	n/a (female)	..	PASS	SGDP, Signed Letter Only
T_Tikar_South-1.DG	T_Tikar_South-1	T_Tikar_South-1	FanGenomeBiology2019	Modern	0	0	present	Tikar_South.DG	Nditam, Tikar_South sampling location	Cameroon	5.375001	11.375001	Shotgun.diploid	40	1119001	M	E-Z22359	E1b1a1a1a1c1a1a3e	..	PASS	SGDP, Signed Letter Only
T_Tikar_South-2.DG	T_Tikar_South-2	T_Tikar_South-2	FanGenomeBiology2019	Modern	0	0	present	Tikar_South.DG	Ngoume	Cameroon	5.375	11.375	Shotgun.diploid	39	1120100	F	n/a (female)	n/a (female)	..	PASS	SGDP, Signed Letter Only
T_Fulani-1.DG	T_Fulani-1	T_Fulani-1	FanGenomeBiology2019	Modern	0	0	present	Fulani.DG	Saah	Cameroon	11.13	14.13	Shotgun.diploid	37	1119982	F	n/a (female)	n/a (female)	..	PASS	SGDP, Signed Letter Only
T_Fulani-2.DG	T_Fulani-2	T_Fulani-2	FanGenomeBiology2019	Modern	0	0	present	Fulani.DG	Saah	Cameroon	11.13	14.13	Shotgun.diploid	40	1119065	M	E-Y20285	E1a1a2	..	PASS	SGDP, Signed Letter Only
S_Lemande-1.DG	S_Lemande-1	S_Lemande-1	MallickNature2016	Modern	0	0	present	Lemande.DG	Tobagne	Cameroon	4.5	11.08	Shotgun.diploid	39.94	1118873	F	n/a (female)	n/a (female)	..	PASS	SGDP, Fully Public
S_Lemande-2.DG	S_Lemande-2	S_Lemande-2	MallickNature2016	Modern	0	0	present	Lemande.DG	Tobagne	Cameroon	4.5	11.08	Shotgun.diploid	40.97	1119566	M	E-CTS9106	E1b1a1a1a1c1a1a3a1a1	..	PASS	SGDP, Fully Public
T_Baka-1.DG	T_Baka-1	T_Baka-1	FanGenomeBiology2019	Modern	0	0	present	Baka.DG	Yen Oveng	Cameroon	2.5	12.666	Shotgun.diploid	37	1120097	M	B-Y202015	B2b1a1~	..	PASS	SGDP, Signed Letter Only
T_Baka-2.DG	T_Baka-2	T_Baka-2	FanGenomeBiology2019	Modern	0	0	present	Baka.DG	Yen Oveng	Cameroon	2.5	12.666	Shotgun.diploid	42	1119819	F	n/a (female)	n/a (female)	..	PASS	SGDP, Signed Letter Only
S_Chipewyan-1.DG	NAD93	NAD93	MallickNature2016	Modern	0	0	present	Chipewyan.DG	Saskatchewan, Chipewyan sampling location	Canada	59.6	-107.3	Shotgun.diploid	40.33	1120338	F	n/a (female)	n/a (female)	..	PASS	SGDP, Fully Public
S_Chipewyan-2.DG	NAD59	NAD59	MallickNature2016	Modern	0	0	present	Chipewyan.DG	Saskatchewan, Chipewyan sampling location	Canada	59.6	-107.3	Shotgun.diploid	42.94	1107796	M	C-P39	C2a1a1	..	PASS	SGDP, Fully Public
S_Cree-1.DG	Cree5	Cree5	MallickNature2016	Modern	0	0	present	Cree1.DG	Saskatchewan, Cree sampling location	Canada	50.3	-102.5	Shotgun.diploid	36.69	1119355	M	R-S10127	R1b1a1b1a1a1c2b2a1b6	..	PASS	SGDP, Fully Public
S_Cree-2.DG	Cree6	Cree6	MallickNature2016	Modern	0	0	present	Cree2.DG	Saskatchewan, Cree sampling location	Canada	50.3	-102.5	Shotgun.diploid	40.42	1120340	F	n/a (female)	n/a (female)	..	PASS	SGDP, Fully Public
HGDP00452.SDG	HGDP00452	..	BergstromScience2020	Modern	0	0	present	Ignore_Biaka.SDG	..	Central African Republic	4	17	Shotgun.diploid	..	1126370	M	..	..	..	PASS	..
HGDP00453.SDG	HGDP00453	..	BergstromScience2020	Modern	0	0	present	Ignore_Biaka.SDG	..	Central African Republic	4	17	Shotgun.diploid	..	1136342	M	..	..	..	PASS	..
HGDP00454.SDG	HGDP00454	..	BergstromScience2020	Modern	0	0	present	Biaka.SDG	..	Central African Republic	4	17	Shotgun.diploid	..	1139306	M	..	..	..	PASS	..
HGDP00455.SDG	HGDP00455	..	BergstromScience2020	Modern	0	0	present	Biaka.SDG	..	Central African Republic	4	17	Shotgun.diploid	..	1139294	M	..	..	..	PASS	..
HGDP00457.SDG	HGDP00457	..	BergstromScience2020	Modern	0	0	present	Biaka.SDG	..	Central African Republic	4	17	Shotgun.diploid	..	1140911	M	..	..	..	PASS	..
HGDP00458.SDG	HGDP00458	..	BergstromScience2020	Modern	0	0	present	Biaka.SDG	..	Central African Republic	4	17	Shotgun.diploid	..	1136749	M	..	..	..	PASS	..
HGDP00459.SDG	HGDP00459	..	BergstromScience2020	Modern	0	0	present	Biaka.SDG	..	Central African Republic	4	17	Shotgun.diploid	..	1137467	M	..	..	..	PASS	..
HGDP00460.SDG	HGDP00460	..	BergstromScience2020	Modern	0	0	present	Biaka.SDG	..	Central African Republic	4	17	Shotgun.diploid	..	1138330	M	..	..	..	PASS	..
HGDP00461.SDG	HGDP00461	..	BergstromScience2020	Modern	0	0	present	Biaka.SDG	..	Central African Republic	4	17	Shotgun.diploid	..	1140791	M	..	..	..	PASS	..
HGDP00464.SDG	HGDP00464	..	BergstromScience2020	Modern	0	0	present	Biaka.SDG	..	Central African Republic	4	17	Shotgun.diploid	..	1137082	M	..	..	..	PASS	..
HGDP00466.SDG	HGDP00466	..	BergstromScience2020	Modern	0	0	present	Biaka.SDG	..	Central African Republic	4	17	Shotgun.diploid	..	1133199	M	..	..	..	PASS	..
HGDP00469.SDG	HGDP00469	..	BergstromScience2020	Modern	0	0	present	Biaka.SDG	..	Central African Republic	4	17	Shotgun.diploid	..	1134698	M	..	..	..	PASS	..
HGDP00470.SDG	HGDP00470	..	BergstromScience2020	Modern	0	0	present	Biaka.SDG	..	Central African Republic	4	17	Shotgun.diploid	..	1134769	M	..	..	..	PASS	..
HGDP00472.SDG	HGDP00472	..	BergstromScience2020	Modern	0	0	present	Biaka.SDG	..	Central African Republic	4	17	Shotgun.diploid	..	1137492	M	..	..	..	PASS	..
HGDP00473.SDG	HGDP00473	..	BergstromScience2020	Modern	0	0	present	Biaka.SDG	..	Central African Republic	4	17	Shotgun.diploid	..	1136740	M	..	..	..	PASS	..
HGDP00475.SDG	HGDP00475	..	BergstromScience2020	Modern	0	0	present	Biaka.SDG	..	Central African Republic	4	17	Shotgun.diploid	..	1137319	M	..	..	..	PASS	..
HGDP00479.SDG	HGDP00479	..	BergstromScience2020	Modern	0	0	present	Ignore_Biaka.SDG	..	Central African Republic	4	17	Shotgun.diploid	..	1134371	M	..	..	..	PASS	..
HGDP00985.SDG	HGDP00985	..	BergstromScience2020	Modern	0	0	present	Biaka.SDG	..	Central African Republic	4	17	Shotgun.diploid	..	1135102	M	..	..	..	PASS	..
HGDP00986.SDG	HGDP00986	..	BergstromScience2020	Modern	0	0	present	Biaka.SDG	..	Central African Republic	4	17	Shotgun.diploid	..	1134690	M	..	..	..	PASS	..
HGDP01086.SDG	HGDP01086	..	BergstromScience2020	Modern	0	0	present	Biaka.SDG	..	Central African Republic	4	17	Shotgun.diploid	..	1137507	M	..	..	..	PASS	..
