Index	Version ID	Master ID	Skeletal code	Skeletal element	Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing: GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]	Publication	Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r:5; Atmospheric data from Reimer et al (2020)	Date mean in BP [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]	Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform disribution between the two bounds for a contextual date]	Full Date: One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE	Age at Death Estimate	Group ID	Locality	Country	Lat.	Long.	Data source	No. Libraries	Coverage on autosomal targets	SNPs hit on autosomal targets	Mean length of shotgun sequences (merged data)	Sex	Family ID and position within family	Y haplogroup  in ISOGG v15.73 notation (automatically called)	Y haplogroup (manual curation in terminal mutation format)	Y haplogroup (manual curation in ISOGG format)	mtDNA coverage (merged data)	mtDNA haplogroup if ≥2 or published	mtDNA match to consensus if ≥2 coverage (merged data)	Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data)	Sex ratio [Y/(Y+X) counts] (merged data)	Xcontam ANGSD SNPs (only if male)	Xcontam ANGSD MOM point estimate (only if male and ≥200)	Xcontam ANGSD MOM Z-score (only if male and ≥200)	Xcontam ANGSD MOM 95% CI truncated at 0 (only if male and ≥200)	contamLD est	contamLD s.e.	contamLD warning	contamLD s.e..1	Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)	LibraryID(s)	ASSESSMENT	"ASSESSMENT REASONING (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0.98: 0.9-0.95 is ""QUESTIONABLE""; <0.9 is ""QUESTIONABLE_CRITICAL"", questionable status gets overriden by ANGSD with PASS if upper bound of contamination is <0.01 and QUESTIONABLE if upper bound is 0.01-0.05) (damage for ds.half is ""QUESTIONABLE_CRITICAL/FAIL"" if <0.01, and recorded but passed if 0.01-0.03; libraries with untreated last base are ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if <0.01, ""QUESTIONABLE"" if 0.01-0.03, and recorded but passed if 0.03-0.1) (sexratio is QUESTIONABLE if [0.03,0.10] or [0.30,0.35); QUESTIONABLE_CRITICAL/FAIL if (0.10,0.30))"	Y haplogroup in terminal mutation notation (automatically called)	mt haplogroup	Method for Determining Date (including any warnings)	Data type	SNP >=30000	Not questionable	 Not 1d relative of another high coverage sample	1240k data	UDG treated or modern or expected low damage due to diploid consensus calling	Coarse Subregion	Fine Subregion	Period	P-value for qpAdm (2-way model) (Balkan_N new)	EEF (2-way model)	EEF err. (2-way model)	P-value for qpAdm (3-way model)	WHG (3-way model)	EEF (3-way model)	Steppe (3-way model)	WHG err. (3-way model)	EEF err. (3-way model)	Steppe err. (3-way model)	Z-score for non-zero Steppe ancestry	Maximum P-value for 2-way and 3-way qpAdm	Filter 0: >=30000 SNPs, PASS assessment, relevant period, not a first degree relative of higher coverage individuals)	Filter 1: Filter 0 plus p>0.01 qpAdm 3-way or qpAdm 2-way	Filter 1 alternative: Version of Filter 1 but with subregional classifications in the Iron Age	"Filter 2: Filter 1 +  significant outliers by qpWave from other individuals of the comparison group that are not labeled as ""Ignore"" or  outlier; for ""Neolithic"" we also reject if Z>2.58 for steppe ancestry. We label all individuals where non-Ignore individuals are P<0.05 or less after the first is significant at P<0.005 as extreme outliers"	Filter 2 comparison group	P-values from main comparison group (from 1240k data when a 1240k sample, from all samples when a .SG sample)
	I11154	I11154	GENLAB 78, F. 300, Sk. 904, cat. 4520			This study		2469	95	743-404 calBCE (2422±25 BP, SUERC-41925)		England_EIA	England, Cambridgeshire, Trumpington Meadows	United Kingdom	52.170279	0.105604		1	4.519372	768004		F	n/a (no relatives detected)	n/a (female)																ds.half	S11154.E1.L1	PASS	..	n/a (female)	H5a1	Direct: IntCal20	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.EastAnglia	IA	0.0	0.614	0.013	0.545393	0.122	0.331	0.547	0.015	0.016	0.022	24.9	0.545393	Use	England.and.Wales_IA	England.EastAnglia_IA	England.and.Wales_IA	England.and.Wales_IA	0.078779
	I11156	I11156	GENLAB 84, F.613, con. 573, cat. 331			This study		2229	52	382-200 calBCE (2223±26 BP, BRAMS-1695)		England_MIA	England, Cambridgeshire, Whittlesey, Bradley Fen	United Kingdom	52.564022	-0.179454		1	4.133305	781447		M	n/a (no relatives detected)	R1b1a1b1a1a2c1a5																ds.half	S11156.E1.L1	PASS	..	R-Y2890	J1c3	Direct: IntCal20	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.EastAnglia	IA	0.0	0.698	0.013	0.186344	0.124	0.41	0.466	0.014	0.017	0.02	23.3	0.186344	Use	England.and.Wales_IA	England.EastAnglia_IA	England.and.Wales_IA	England.and.Wales_IA	0.370675
	I11148	I11148	GENLAB 25, Pit XXXVII			This study		2292	61	407-211 calBCE (2297±30 BP, SUERC-94981)		England_MIA	England, Somerset, Christon, Dibbles Farm	United Kingdom	51.313891	-2.885217		1	4.315152	779578		F	n/a (no relatives detected)	n/a (female)																ds.half	S11148.E1.L1	PASS	..	n/a (female)	U6d1	Direct: IntCal20	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Southwest	IA	0.0	0.659	0.014	0.461022	0.119	0.364	0.517	0.014	0.017	0.02	25.9	0.461022	Use	England.and.Wales_IA	England.Southwest_IA	England.and.Wales_IA	England.and.Wales_IA	0.142222
	I11146	I11146	GENLAB 19, M17			This study		2250	58	400-200 BCE		England_MIA	England, Somerset, Meare Lake Village West	United Kingdom	51.176318	-2.796919		1	0.15191	156478		M	n/a (no relatives detected)	R1b1a1b1a1																ds.half	S11146.E1.L1	PASS	..	R-L52	J1c1c	Context: Archaeological - Period	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Southwest	IA	0.0	0.609	0.016	0.792675	0.164	0.343	0.493	0.02	0.021	0.028	17.6	0.792675	Use	England.and.Wales_IA	England.Southwest_IA	England.and.Wales_IA	England.and.Wales_IA	0.811857
	I11145	I11145	GENLAB 13, 514, Skeleton 3			This study		2022	50	166 calBCE - 14 calCE (2064±30 BP, SUERC-94969)		England_LIA	England, Somerset, North Perrott, North Perrott Manor	United Kingdom	50.88341	-2.760465		1	4.527166	781719		M	n/a (no relatives detected)	R1b1a1b1a1a2c1																ds.half	S11145.E1.L1	PASS	..	R-Z251	H1q	Direct: IntCal20	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Southwest	IA	0.0	0.686	0.013	0.492261	0.139	0.365	0.496	0.013	0.017	0.02	24.8	0.492261	Use	England.and.Wales_IA	England.Southwest_IA	England.and.Wales_IA	England.and.Wales_IA	0.420253
	I11151	I11151	GENLAB 74, F.855, con. 3368, cat. 1858			This study		2227	53	379-197 calBCE (2214±27 BP, SUERC-97413)		England_MIA	England, Bedfordshire, Broom Quarry	United Kingdom	52.079115	-0.280974		1	3.800546	764912		M	n/a (no relatives detected)	R1b1a1b1a1a2c1																ds.half	S11151.E1.L1	PASS	..	R-DF63	K1a+195	Direct: IntCal20	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.EastAnglia	IA	0.0	0.663	0.013	0.567037	0.149	0.393	0.459	0.014	0.017	0.02	23.0	0.567037	Use	England.and.Wales_IA	England.EastAnglia_IA	England.and.Wales_IA	England.and.Wales_IA	0.445258
	I11150	I11150	GENLAB 73, F. 384, con. 1415, cat. 610			This study		2227	53	381-197 calBCE (2215±28 BP, SUERC-86441)		England_MIA	England, Bedfordshire, Broom Quarry	United Kingdom	52.079115	-0.280974		1	4.199268	770260		M	n/a (no relatives detected)	R1b1a1b1a1a2c1																ds.half	S11150.E1.L1	PASS	..	R-Z253	H15a1	Direct: IntCal20	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.EastAnglia	IA	0.0	0.66	0.013	0.204701	0.147	0.361	0.492	0.014	0.017	0.022	22.4	0.204701	Use	England.and.Wales_IA	England.EastAnglia_IA	England.and.Wales_IA	England.and.Wales_IA	0.485708
	I11143	I11143	GENLAB 2, a22 SID7, box 20			This study		2145	85	352-53 calBCE (2146±30 BP, SUERC-94961)		England_MIA_LIA	England, Somerset, Worlebury	United Kingdom	51.357334	-2.988282		1	4.129677	749231		M	n/a (no relatives detected)	R1b1a1b1a1a2a																ds.half	S11143.E1.L1	PASS	..	R-Y85515	H3b+16129	Direct: IntCal20	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Southwest	IA	0.0	0.676	0.013	0.741491	0.142	0.398	0.46	0.015	0.017	0.021	21.9	0.741491	Use	England.and.Wales_IA	England.Southwest_IA	England.and.Wales_IA	England.and.Wales_IA	0.182455
	I11152	I11152	GENLAB 76, 1060/2050, cat. 10219			This study		2179	81	355-59 calBCE (2160±27 BP, OxA-24641)		England_MIA_LIA	England, Cambridgeshire, Over	United Kingdom	52.346588	0.031827553		1	3.596601	779017		M	n/a (no relatives detected)	G2a2b2a1a1b1a1a2b																ds.half	S11152.E1.L1	PASS	..	G-Z16775	U3a1	Direct: IntCal20	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.EastAnglia	IA	0.0	0.636	0.014	0.662756	0.172	0.372	0.456	0.014	0.016	0.019	24.0	0.662756	Use	England.and.Wales_IA	England.EastAnglia_IA	England.and.Wales_IA	England.and.Wales_IA	0.044141
	I11144	I11144	GENLAB 12, 236, Skeleton 2			This study		1976	46	149 calBCE - 65 calCE (2035±30 BP, SUERC-94968)		England_LIA	England, Somerset, North Perrott, North Perrott Manor	United Kingdom	50.88341	-2.760465		1	4.751901	775706		M	n/a (no relatives detected)	R1b1a1b1a1a2c1a1i3																ds.half	S11144.E1.L1	PASS	..	R-FGC19428	H5'36	Direct: IntCal20	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Southwest	IA	0.0	0.66	0.014	0.209341	0.138	0.361	0.501	0.015	0.017	0.02	25.1	0.209341	Use	England.and.Wales_IA	England.Southwest_IA	England.and.Wales_IA	England.and.Wales_IA	0.103499
	I11149	I11149	GENLAB 72, F.268, Sk. 612, con. 278			This study		2443	84	733-397 calBCE (2400±30 BP, Beta-471582)		England_EIA	England, Cambridgeshire, Teversham (Marshall's) Evaluation	United Kingdom	52.198919	0.180799		1	4.883918	762520		M	n/a (no relatives detected)	R1b1a1b1a1a1c1																ds.half	S11149.E1.L1	PASS	..	R-S264	V	Direct: IntCal20	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.EastAnglia	IA	0.0	0.647	0.013	0.643431	0.145	0.376	0.48	0.015	0.017	0.022	21.8	0.643431	Use	England.and.Wales_IA	England.EastAnglia_IA	England.and.Wales_IA	England.and.Wales_IA	0.975729
	I11142	I11142	GENLAB 1, a17 SID6			This study		2067	51	197-44 calBCE (2103±27 BP, SUERC-94960)		England_LIA	England, Somerset, Worlebury	United Kingdom	51.357334	-2.988282		1	3.736013	745370		M	n/a (no relatives detected)	R1b1a1b1a1a2c1a6a1																ds.half	S11142.E1.L1	PASS	..	R-S1088	H3b+16129	Direct: IntCal20	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Southwest	IA	0.0	0.669	0.013	0.723779	0.148	0.362	0.489	0.013	0.017	0.02	24.5	0.723779	Use	England.and.Wales_IA	England.Southwest_IA	England.and.Wales_IA	England.and.Wales_IA	0.751862
	I11997	I11997	GENLAB 85, F.781, con. 785, cat. 445			This study		2227	53	377-197 calBCE (2213±26 BP, BRAMS-1691)		England_MIA	England, Cambridgeshire, Whittlesey, Bradley Fen	United Kingdom	52.564022	-0.179454		1	4.209248	857483		M	n/a (no relatives detected)	R1b1a1b1a1a2c1b2a1a1a																ds.half	S11997.E1.L1	PASS	..	R-FGC36421	X2b+226	Direct: IntCal20	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.EastAnglia	IA	0.0	0.676	0.013	0.724377	0.142	0.374	0.484	0.014	0.017	0.02	24.2	0.724377	Use	England.and.Wales_IA	England.EastAnglia_IA	England.and.Wales_IA	England.and.Wales_IA	0.393647
	I11994	I11994	GENLAB 34, misc, 104-10 1996			This study		2200	87	400-100 BCE		England_MIA_LIA	England, Somerset, Ham Hill	United Kingdom	50.949985	-2.735842		1	3.789323	844739		F	n/a (no relatives detected)	n/a (female)																ds.half	S11994.E1.L1	PASS	..	n/a (female)	U5a2c3a	Context: Archaeological - Period	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Southwest	IA	0.0	0.67	0.013	0.223471	0.138	0.386	0.476	0.014	0.017	0.021	22.7	0.223471	Use	England.and.Wales_IA	England.Southwest_IA	England.and.Wales_IA	England.and.Wales_IA	0.00615
	I11995	I11995	GENLAB 39, 2209			This study		2457	91	742-399 calBCE (2409±30 BP, SUERC-94992)		England_EIA	England, Somerset, South Cadbury, Cadbury Castle	United Kingdom	51.0128	-2.3152		1	2.888032	823424		F	n/a (no relatives detected)	n/a (female)																ds.half	S11995.E1.L1	PASS	..	n/a (female)	H2a5	Direct: IntCal20	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Southwest	IA	0.0	0.662	0.014	0.120221	0.144	0.365	0.49	0.014	0.017	0.02	24.5	0.120221	Use	England.and.Wales_IA	England.Southwest_IA	England.and.Wales_IA	England.and.Wales_IA	0.141538
	I11993	I11993	GENLAB 33, A1766			This study		2200	87	400-100 BCE		England_MIA_LIA	England, Somerset, Ham Hill	United Kingdom	50.949985	-2.735842		1	3.629074	840903		F	n/a (no relatives detected)	n/a (female)																ds.half	S11993.E1.L1	PASS	..	n/a (female)	J1c2a2	Context: Archaeological - Period	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Southwest	IA	0.0	0.656	0.014	0.417283	0.132	0.375	0.494	0.015	0.017	0.021	23.5	0.417283	Use	England.and.Wales_IA	England.Southwest_IA	England.and.Wales_IA	England.and.Wales_IA	0.598572
	I12927	I12927	TB 125, Sk 11323			This study		1825	43	50-200 CE		England_LIA	England, Gloucestershire, Bishop's Cleeve, Cleevelands	United Kingdom	51.95241	-2.078732		1	2.902739	815458		M	n/a (no relatives detected)	R1b1a1b1a1a2c1a6a1																ds.half	S12927.Y1.E1.L1	PASS	..	R-S1088	U5b3b1	Context: Archaeological - Period	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Southcentral	IA	0.0	0.72	0.013	0.654062	0.102	0.382	0.516	0.013	0.017	0.019	27.2	0.654062	Use	England.and.Wales_IA	England.Southcentral_IA	England.and.Wales_IA	England.and.Wales_IA	0.114692
	I12932	I12932	TB 132, Sk 10538			This study		1825	43	50-200 CE		England_LIA	England, Gloucestershire, Bishop's Cleeve, Cleevelands	United Kingdom	51.95241	-2.078732		1	3.016851	827239		F	n/a (no relatives detected)	n/a (female)																ds.half	S12932.Y1.E1.L1	PASS	..	n/a (female)	H1bs	Context: Archaeological - Period	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Southcentral	IA	0.0	0.639	0.012	0.843915	0.155	0.382	0.463	0.014	0.016	0.019	24.4	0.843915	Use	England.and.Wales_IA	England.Southcentral_IA	England.and.Wales_IA	England.and.Wales_IA	0.763033
	I12931	I12931	TB 131, Sk 10540			This study		1825	43	50-200 CE		England_LIA	England, Gloucestershire, Bishop's Cleeve, Cleevelands	United Kingdom	51.95241	-2.078732		1	1.200699	682678		M	n/a (no relatives detected)	I2a1a1a1a1a1~																ds.half	S12931.Y1.E1.L1	PASS	..	I-Z105	H6a2	Context: Archaeological - Period	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Southcentral	IA	0.0	0.662	0.014	0.169654	0.134	0.349	0.517	0.014	0.017	0.021	24.6	0.169654	Use	England.and.Wales_IA	England.Southcentral_IA	England.and.Wales_IA	England.and.Wales_IA	0.096948
	I12935	I12935	TB 135, Sk 1066			This study		4000	87	2200-1900 BCE		England_EBA	England, Gloucestershire, Lechlade-on-Thames, Lechlade Memorial Hall/Skate Park	United Kingdom	51.697969	-1.692092		1	1.535037	706806		M	n/a (no relatives detected)	R1b1a1b1a1a2c1																ds.half	S12935.Y1.E1.L1	PASS	..	R-A11676	H1ah2	Layer date from cattle tooth: 2289-2052 calBCE (3769±27 BP, SUERC-80166)	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Southcentral	C.EBA	0.0	0.669	0.014	0.808486	0.132	0.412	0.455	0.015	0.017	0.022	20.7	0.808486	Use	England.and.Wales_C.EBA	England.Southcentral_C.EBA	England.and.Wales_C.EBA_highEEF	England.and.Wales_C.EBA	0.0
	I12415	I12415	Sk95			This study		2175	101	400-50 BCE		England_EastYorkshire_MIA_LIA	England, East Riding of Yorkshire, Pocklington (Burnby Lane)	United Kingdom	53.919396	-0.766635		1	4.310041	809083		F	n/a (no relatives detected)	n/a (female)																ds.half	S12415.E1.L1	PASS	..	n/a (female)	J1c9	Context: Archaeological - Period	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.EastYorkshire	IA	0.0	0.666	0.012	0.253517	0.144	0.4	0.457	0.014	0.016	0.021	21.8	0.253517	Use	England.and.Wales_IA	England.EastYorkshire_IA	England.and.Wales_IA	England.and.Wales_IA	0.061097
	I12411	I12411	SK-A (skeleton 23A)			This study		2175	101	400-50 BCE		England_EastYorkshire_MIA_LIA	England, East Riding of Yorkshire, Pocklington (Burnby Lane)	United Kingdom	53.919396	-0.766635		1	5.060407	799428		F	n/a (no relatives detected)	n/a (female)																ds.half	S12411.E1.L1	PASS	..	n/a (female)	H2a3b	Context: Archaeological - Period	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.EastYorkshire	IA	0.0	0.713	0.014	0.484536	0.101	0.387	0.513	0.014	0.017	0.02	25.7	0.484536	Use	England.and.Wales_IA	England.EastYorkshire_IA	England.and.Wales_IA	England.and.Wales_IA	0.332202
	I12412	I12412	Sk2			This study		2238	56	387-205 calBCE (2242±25 BP, SUERC-83069)		England_EastYorkshire_MIA	England, East Riding of Yorkshire, Pocklington (Burnby Lane)	United Kingdom	53.919396	-0.766635		1	5.278948	817467		F	United Kingdom, England, East Riding of Yorkshire, Pocklington (Burnby Lane) Family A (2 members) (I12412-I5506 have a 2d or 3d relationship)	n/a (female)																ds.half	S12412.E1.L1	PASS	..	n/a (female)	K1c1a	Direct: IntCal20	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.EastYorkshire	IA	0.0	0.659	0.013	0.398975	0.147	0.374	0.478	0.015	0.017	0.021	22.8	0.398975	Use	England.and.Wales_IA	England.EastYorkshire_IA	England.and.Wales_IA	England.and.Wales_IA	0.644991
	I12413	I12413	Sk3			This study		2175	101	400-50 BCE		England_EastYorkshire_MIA_LIA	England, East Riding of Yorkshire, Pocklington (Burnby Lane)	United Kingdom	53.919396	-0.766635		1	5.087407	822307		M	n/a (no relatives detected)	R1b1a1b1a1a2a																ds.half	S12413.E1.L1	PASS	..	R-DF27	H2a3b	Context: Archaeological - Period	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.EastYorkshire	IA	0.0	0.668	0.013	0.617151	0.136	0.37	0.494	0.014	0.017	0.021	23.5	0.617151	Use	England.and.Wales_IA	England.EastYorkshire_IA	England.and.Wales_IA	England.and.Wales_IA	0.742611
	I12414	I12414	Sk93			This study		2175	101	400-50 BCE		England_EastYorkshire_MIA_LIA	England, East Riding of Yorkshire, Pocklington (Burnby Lane)	United Kingdom	53.919396	-0.766635		1	5.276335	828250		F	n/a (no relatives detected)	n/a (female)																ds.half	S12414.E1.L1	PASS	..	n/a (female)	H2a3b	Context: Archaeological - Period	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.EastYorkshire	IA	0.0	0.657	0.013	0.641845	0.136	0.38	0.483	0.014	0.016	0.02	24.2	0.641845	Use	England.and.Wales_IA	England.EastYorkshire_IA	England.and.Wales_IA	England.and.Wales_IA	0.230954
	I12774	I12774	TB 102, CPC-02-Y-062			This study		2554	98	758-416 calBCE (2460±30 BP, OxA-29233)		England_EIA_highEEF	England, Derbyshire, Brassington, Carsington Pasture Cave	United Kingdom	53.079803	-1.640942		1	3.436554	831546		M	n/a (no relatives detected)	R1b1a1b1a1a2a1b3																ds.half	S12774.Y1.E1.L1	PASS	..	R-S11475	H10b	Direct: IntCal20	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Midlands	IA	0.0	0.74	0.013	0.103443	0.119	0.487	0.394	0.014	0.017	0.02	19.7	0.103443	Use	England.and.Wales_IA	England.Midlands_IA	England.and.Wales_IA_highEEF	England.and.Wales_IA	0.0
	I12787	I12787	TB 115, Sk 1063			This study		2391	52	539-387 calBCE (2362±29 BP, SUERC-80168)		England_EIA	England, Gloucestershire, Lechlade-on-Thames, Lechlade Memorial Hall/Skate Park	United Kingdom	51.697969	-1.692092		1	1.31748	709080		F	n/a (no relatives detected)	n/a (female)																ds.half	S12787.Y1.E1.L1	PASS	..	n/a (female)	H2a2a1	Direct: IntCal20	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Southcentral	IA	0.0	0.687	0.014	0.821947	0.136	0.412	0.452	0.015	0.019	0.023	19.7	0.821947	Use	England.and.Wales_IA	England.Southcentral_IA	England.and.Wales_IA	England.and.Wales_IA	0.713837
	I12779	I12779	TB 107, CPC98-018b			This study		2225	50	370-197 calBCE (2210±20 BP, PSUAMS-8290)		England_MIA_lowEEF	England, Derbyshire, Brassington, Carsington Pasture Cave	United Kingdom	53.079803	-1.640942		1	4.025661	877298		F	n/a (no relatives detected)	n/a (female)																ds.half	S12779.Y1.E1.L1	PASS	damage.ds.half=0.049	n/a (female)	T2b4c	Direct: IntCal20	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Midlands	IA	0.0	0.713	0.013	0.45622	0.074	0.331	0.595	0.014	0.017	0.02	29.8	0.45622	Use	England.and.Wales_IA	England.Midlands_IA	England.and.Wales_IA_lowWHG	England.and.Wales_IA	0.000106
	I12772	I12772	SB 553, 1900-36-9			This study		2329	243	800 BCE - 43 CE		England_IA	England, Cornwall, Padstow, St. Merryn, Harlyn Bay	United Kingdom	50.539905	-4.997809		1	2.570493	804323		M	n/a (no relatives detected)	G2a2b2a1a1b																ds.half	S12772.Y1.E1.L1	PASS	..	G-Z1823	T2c1d+152	Context: Archaeological - Period	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Cornwall	IA	0.0	0.65	0.013	0.317137	0.156	0.354	0.49	0.014	0.017	0.02	24.5	0.317137	Use	England.and.Wales_IA	England.Cornwall_IA	England.and.Wales_IA	England.and.Wales_IA	0.05389
	I12793	I12793	TB 123, Sk 7286			This study		2200	87	400-100 BCE		England_MIA_LIA	England, Cornwall, Newquay, Tregunnel	United Kingdom	50.409374	-5.088903		1	1.652973	761091		M	United Kingdom, England, Cornwall, Newquay, Tregunnel Family A (3 members) (I12792 and I12793 are mother and son and both are 2nd or 3rd degree relatives to I12790)	R1b1a1b1a1a2c1																ds.half	S12793.Y1.E1.L1	PASS	..	R-DF13	H2a1	Context: Archaeological - Period	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Cornwall	IA	0.0	0.636	0.014	0.534298	0.142	0.339	0.519	0.016	0.017	0.021	24.7	0.534298	Use	England.and.Wales_IA	England.Cornwall_IA	England.and.Wales_IA	England.and.Wales_IA	0.579313
	I12786	I12786	TB 114, Sk 1101			This study		4137	58	2289-2052 calBCE (3769±27 BP, SUERC-80166)		England_C_EBA	England, Gloucestershire, Lechlade-on-Thames, Lechlade Memorial Hall/Skate Park	United Kingdom	51.697969	-1.692092		1	1.136588	655553		M	n/a (no relatives detected)	R1b1a1b1a1a2c1																ds.half	S12786.Y1.E1.L1	PASS	..	R-DF13	J1c2	Direct on associated fauna: Based on direct date of a cattle skull grave good of 2289-2052 calBCE (3769±27 BP, SUERC-80166) calibrated as IntCal20	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Southcentral	C.EBA	0.0	0.63	0.014	0.766215	0.121	0.326	0.553	0.016	0.018	0.024	23.0	0.766215	Use	England.and.Wales_C.EBA	England.Southcentral_C.EBA	England.and.Wales_C.EBA	England.and.Wales_C.EBA	0.722625
	I12791	I12791	TB 119, Sk 259			This study		2051	57	200-1 BCE		England_LIA	England, Gloucestershire, Bourton-on-the-water, Greystones Farm	United Kingdom	51.885901	-1.753493		1	1.635954	777403		M	n/a (no relatives detected)	I2a1a1a1a1																ds.half	S12791.Y1.E1.L1	PASS	Xcontam=[0.005,0.012]	I-L160	H1e1a	Context: Archaeological - Period	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Southcentral	IA	0.0	0.628	0.013	0.041618	0.158	0.364	0.479	0.015	0.016	0.02	24.0	0.041618	Use	England.and.Wales_IA	England.Southcentral_IA	England.and.Wales_IA	England.and.Wales_IA	0.16038
	I12783	I12783	TB 111, Sk 1124			This study		2599	73	783-541 calBCE (2510±29 BP, SUERC-80169)		England_EIA	England, Gloucestershire, Lechlade-on-Thames, Lechlade Memorial Hall/Skate Park	United Kingdom	51.697969	-1.692092		1	1.77137	703573		M	n/a (no relatives detected)	R1b1a1b1a1a2c1a5																ds.half	S12783.Y1.E1.L1	PASS	Xcontam=[0.006,0.013]	R-DF21	J1c5	Direct: IntCal20	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Southcentral	IA	0.0	0.667	0.014	0.505416	0.156	0.41	0.434	0.015	0.018	0.021	20.7	0.505416	Use	England.and.Wales_IA	England.Southcentral_IA	England.and.Wales_IA_o	England.and.Wales_IA	0.001844
	I12785	I12785	TB 113, Sk 285			This study		2051	57	200-1 BCE		England_LIA	England, Gloucestershire, Bourton-on-the-water, Greystones Farm	United Kingdom	51.885901	-1.753493		1	2.60252	808048		M	n/a (no relatives detected)	R1b1a1b1a1a2c1a5																ds.half	S12785.Y1.E1.L1	PASS	..	R-DF21	J1c1b2	Context: Archaeological - Period	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Southcentral	IA	0.0	0.663	0.012	0.696122	0.132	0.362	0.506	0.014	0.016	0.02	25.3	0.696122	Use	England.and.Wales_IA	England.Southcentral_IA	England.and.Wales_IA	England.and.Wales_IA	0.683429
	I12776	I12776	TB 104, CPC15-058			This study		3778	42	1918-1750 calBCE (3515±20 BP, PSUAMS-8288)		England_C_EBA	England, Derbyshire, Brassington, Carsington Pasture Cave	United Kingdom	53.079803	-1.640942		1	3.336133	792312		F	n/a (no relatives detected)	n/a (female)																ds.half	S12776.Y1.E1.L1	PASS	..	n/a (female)	U4a2c	Direct: IntCal20	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Midlands	C.EBA	0.0	0.689	0.013	0.305018	0.133	0.384	0.483	0.014	0.017	0.02	24.2	0.305018	Use	England.and.Wales_C.EBA	England.Midlands_C.EBA	England.and.Wales_C.EBA_highEEF	England.and.Wales_C.EBA	0.004116
